Learning Area,Element,Sub-element,Progression level,Progression level name / stage name,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Literacy,Speaking and listening,Speaking,Level 3,,Crafting ideas,LP9-SL-SPK-Level3-05,5,provides some supporting details,provides some supporting details,,,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Crafting ideas,LP9-SL-SPK-Level3-06,6,"expresses causal relationships (e.g. ""when the egg cracked, the chicken came out"")",expresses causal relationships,"e.g. ""when the egg cracked, the chicken came out""",,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Crafting ideas,LP9-SL-SPK-Level3-07,7,"provides simple justifications (e.g. ""I chose cherries because they are red."")",provides simple justifications,"e.g. ""I chose cherries because they are red.""",,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Crafting ideas,LP9-SL-SPK-Level3-08,8,uses some varying intonation or volume for emphasis,uses some varying intonation or volume for emphasis,,,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Crafting ideas,LP9-SL-SPK-Level3-09,9,regulates pace with pausing,regulates pace with pausing,,,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Vocabulary,LP9-SL-SPK-Level3-10,10,uses some precise vocabulary from learning areas,uses some precise vocabulary from learning areas,,,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Vocabulary,LP9-SL-SPK-Level3-11,11,"uses connectives to sequence ideas (e.g. ""first"", ""then"", ""next"", ""finally"") (see Grammar)","uses connectives to sequence ideas (e.g. ""first"", ""then"", ""next"", ""finally"") (see Grammar)",,,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Vocabulary,LP9-SL-SPK-Level3-12,12,"uses vocabulary to express cause and effect (e.g. ""The excursion was cancelled because it rained."")",uses vocabulary to express cause and effect,"e.g. ""The excursion was cancelled because it rained.""",,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 3,,Vocabulary,LP9-SL-SPK-Level3-13,13,"uses some modal language to influence or persuade (e.g. ""should"", ""will"") (see Grammar)","uses some modal language to influence or persuade (e.g. ""should"", ""will"") (see Grammar)",,,,Yes,Yes,,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-01,1,creates spoken texts for a range of purposes across learning areas (e.g. explains how the mathematics problem was solved),creates spoken texts for a range of purposes across learning areas,e.g. explains how the mathematics problem was solved,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-02,2,"uses complex sentence constructions including relative clauses (e.g. ""The boy who drew the picture got a prize."") (see Grammar)","uses complex sentence constructions including relative clauses (e.g. ""The boy who drew the picture got a prize."") (see Grammar)",,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-03,3,adjusts register according to purpose and audience,adjusts register according to purpose and audience,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-04,4,elaborates on ideas using a short sequence of sentences,elaborates on ideas using a short sequence of sentences,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-05,5,incorporates learnt content into spoken text,incorporates learnt content into spoken text,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-06,6,sequences ideas and events appropriately,sequences ideas and events appropriately,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-07,7,uses mainly correct grammatical constructions (e.g. pronoun references; noun-verb agreement),uses mainly correct grammatical constructions,e.g. pronoun references; noun-verb agreement,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-08,8,varies volume and intonation to suit purpose and audience,varies volume and intonation to suit purpose and audience,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-09,9,plans and delivers spoken presentations using appropriate structure and language,plans and delivers spoken presentations using appropriate structure and language,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Crafting ideas,LP9-SL-SPK-Level4-10,10,"includes video and audio enhancements to spoken texts, where appropriate (e.g. includes slides or pictures in a spoken presentation)","includes video and audio enhancements to spoken texts, where appropriate",e.g. includes slides or pictures in a spoken presentation,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Vocabulary,LP9-SL-SPK-Level4-11,11,experiments with vocabulary drawn from a variety of sources,experiments with vocabulary drawn from a variety of sources,,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Vocabulary,LP9-SL-SPK-Level4-12,12,uses adverbials to give more precise meaning to verbs (e.g. talking loudly) (see Grammar),uses adverbials to give more precise meaning to verbs (e.g. talking loudly) (see Grammar),,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Vocabulary,LP9-SL-SPK-Level4-13,13,uses a range of vocabulary to indicate connections (e.g. consequences),uses a range of vocabulary to indicate connections,e.g. consequences,,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 4,,Vocabulary,LP9-SL-SPK-Level4-14,14,"uses conditional vocabulary to expand upon ideas (e.g. ""If Goldilocks ate all the porridge the bears would be hungry."")",uses conditional vocabulary to expand upon ideas,"e.g. ""If Goldilocks ate all the porridge the bears would be hungry.""",,,,Yes,Yes,,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-01,1,creates detailed spoken texts on a broad range of learning area topics,creates detailed spoken texts on a broad range of learning area topics,,,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-02,2,includes details and elaborations to expand ideas,includes details and elaborations to expand ideas,,,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-03,3,"uses connectives to signal a change in relationship (e.g. ""however"", ""although"", ""on the other hand"") or to show causal relationships (e.g. ""due to"", ""since"") (see Grammar)","uses connectives to signal a change in relationship (e.g. ""however"", ""although"", ""on the other hand"") or to show causal relationships (e.g. ""due to"", ""since"") (see Grammar)",,,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-04,4,"uses a range of expressions to introduce an alternative point of view (e.g. ""in my opinion"", ""he did not agree with"")",uses a range of expressions to introduce an alternative point of view,"e.g. ""in my opinion"", ""he did not agree with""",,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-05,5,rehearses spoken text to accommodate time and technology,rehearses spoken text to accommodate time and technology,,,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-06,6,"controls tone, volume, pitch and pace to suit content and audience","controls tone, volume, pitch and pace to suit content and audience",,,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Crafting ideas,LP9-SL-SPK-Level5-07,7,"uses technologies or audio and visual features to enhance spoken text (e.g. videos a spoken presentation with music, sound effect enhancements)",uses technologies or audio and visual features to enhance spoken text,"e.g. videos a spoken presentation with music, sound effect enhancements",,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Vocabulary,LP9-SL-SPK-Level5-08,8,"uses a broader range of more complex noun groups/phrases to expand description (e.g. ""protective, outer covering"")",uses a broader range of more complex noun groups/phrases to expand description,"e.g. ""protective, outer covering""",,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Vocabulary,LP9-SL-SPK-Level5-09,9,"selects more specific and precise words to replace general words (e.g. uses ""difficult"" or ""challenging"" for ""hard"")",selects more specific and precise words to replace general words,"e.g. uses ""difficult"" or ""challenging"" for ""hard""",,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 5,,Vocabulary,LP9-SL-SPK-Level5-10,10,"uses some rhetorical devices (e.g. ""don’t you agree?"")",uses some rhetorical devices,"e.g. ""don’t you agree?""",,,,,Yes,Yes,,,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-01,1,"creates spoken texts responsive to audience and a broad range of learning area topics, clearly articulating words and ideas","creates spoken texts responsive to audience and a broad range of learning area topics, clearly articulating words and ideas",,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-02,2,"organises more complex ideas or concepts logically, selecting details to accentuate key points","organises more complex ideas or concepts logically, selecting details to accentuate key points",,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-03,3,speaks audibly and coherently to a less familiar audience for a sustained period,speaks audibly and coherently to a less familiar audience for a sustained period,,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-04,4,"shows increasing awareness of audience by moderating length, content and delivery of spoken texts","shows increasing awareness of audience by moderating length, content and delivery of spoken texts",,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-05,5,adjusts register according to purpose and audience,adjusts register according to purpose and audience,,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-06,6,does research to prepare spoken texts,does research to prepare spoken texts,,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Crafting ideas,LP9-SL-SPK-Level6-07,7,"uses a range of technology, and audio and visual resources to engage audience and enhance content","uses a range of technology, and audio and visual resources to engage audience and enhance content",,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Vocabulary,LP9-SL-SPK-Level6-08,8,"varies vocabulary to add interest and to describe with greater precision (e.g. uses topic-specific noun groups/phrases such as ""exploitation of resources"") (see Grammar)","varies vocabulary to add interest and to describe with greater precision (e.g. uses topic-specific noun groups/phrases such as ""exploitation of resources"") (see Grammar)",,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Vocabulary,LP9-SL-SPK-Level6-09,9,"uses language creatively (e.g. ""the moon shines bravely"")",uses language creatively,"e.g. ""the moon shines bravely""",,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Vocabulary,LP9-SL-SPK-Level6-10,10,"uses sensory vocabulary to engage the audience (e.g. ""a gasp of dismay"")",uses sensory vocabulary to engage the audience,"e.g. ""a gasp of dismay""",,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Vocabulary,LP9-SL-SPK-Level6-11,11,"uses technical vocabulary to demonstrate topic knowledge (e.g. ""deforestation"")",uses technical vocabulary to demonstrate topic knowledge,"e.g. ""deforestation""",,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Vocabulary,LP9-SL-SPK-Level6-12,12,consistently uses a range of synonyms to add variety and precision to spoken text,consistently uses a range of synonyms to add variety and precision to spoken text,,,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 6,,Vocabulary,LP9-SL-SPK-Level6-13,13,"uses abstractions (e.g. ""freedom"", ""fairness"")",uses abstractions,"e.g. ""freedom"", ""fairness""",,,,,,,Yes,Yes,,,
Literacy,Speaking and listening,Speaking,Level 7,,Crafting ideas,LP9-SL-SPK-Level7-01,1,creates spoken texts which explore and interpret concepts drawn from research or learning area content,creates spoken texts which explore and interpret concepts drawn from research or learning area content,,,,,,,,,Yes,Yes,,
